HouseID,Description,City/Province,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude,Property Type,Storeys,Project
354,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 120sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8086000.0,4,3,85.0,120.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
355,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 96sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5779000.0,2,2,53.0,96.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
356,"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 198sqm",Subic,"Aningway Sacatihan, Subic",12866000.0,5,3,166.0,198.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
357,"Newly Renovated 2 Storey House and Lot for Sale in Cainta, Rizal",Cainta,"San Isidro, Cainta",10500000.0,3,3,120.0,132.0,14.6092561,121.1106377,House and Lot,0,
358,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Tahoe Model",Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",3116400.0,3,2,89.5,154.0,15.0941848,120.6701583,Other,0,The Lakeshore
359,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 190sqm",Subic,"Aningway Sacatihan, Subic",12035000.0,5,3,166.0,190.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
360,"RFO RFO FOR SALE House & Lot in Bacoor, Cavite with BIG LOT Area near CAVITEX",Imus,"Buhay Na Tubig, Imus",15500000.0,2,1,60.0,185.0,14.4069709,120.9565072,House and Lot,0,
361,"50% off on Reservation Fee and 1st Equity Payment (Complete Finished 2 Storey Townhouse in Hana South, Trece Martires Cavite)",Trece Martires,"Cabuco, Trece Martires",2089739.0,2,2,40.0,45.0,14.2792049,120.8446323,Townhouse,0,
362,"Futura Homes Palm Estates | Elisa SA 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest",Talisay,"Efigenio Lizares, Talisay",3079100.0,2,1,34.2,84.0,10.7425424,122.9987613,Other,0,Futura Homes Palm Estates
363,"M-R-3-25- Acquired Property for Sale in Unit C, 18/F, Vierra Condominium (Now known as Marfori Tower), Brittany Bay (Lakefront), Brgy. Sucat, Muntinlupa City - Retail",Muntinlupa,"Sucat, Muntinlupa",7110000.0,0,0,79.0,,14.4569804,121.0531587,Other,0,
364,"50% Discount on 1st Equity Payment! 2-Bedroom LYCA Townhouse for Sale at Hana South in Trece Martires, Cavite",Trece Martires,"Cabuco, Trece Martires",1918427.0,2,2,38.0,36.0,14.2792049,120.8446323,Townhouse,0,"Hana South in Trece Martires, Cavite"
365,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 110sqm",Subic,"Aningway Sacatihan, Subic",6480000.0,4,3,83.0,110.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
366,"House and Lot for Sale in San Miguel Village, Poblacion, Makati City",Makati,"Poblacion, Makati",85000000.0,0,0,890.0,481.5,14.566261,121.0313853,House and Lot,0,"Miguel Village, Poblacion, Makati City"
367,"Semi-furnished 2-storey house for sale in Orange Grove Matina, Davao City",Davao,"Orange Grv, 8000 Davao City, Philippines Matina Pangi, Davao",8000000.0,4,3,133.5,122.0,7.0824169,125.5617732,Other,2,
368,02348 Ponte Verde Davao House for sale by Patrimonio Realty,Davao,"Buhangin, Davao",17500000.0,5,4,260.0,232.0,7.1469686,125.5940509,Other,0,sale by Patrimonio Realty
369,"Springfield View | Walnut Basic House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",Tanza,"Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",5820400.0,0,0,67.5,100.0,14.3631351,120.8207756,House and Lot,0,Futura by Filinvest
370,"4-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | ALEXANDRA Model",Imus,"Alapan Ii-A, Imus",7410000.0,4,3,100.0,120.0,14.4084522,120.8964956,House and Lot,0,Lancaster New City
371,"Pineview | Walnut 3BR SA House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",Tanza,"Antero-Soriano Hwy, Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",3649500.0,3,1,67.5,100.0,14.3631351,120.8207756,House and Lot,0,Futura by Filinvest
372,"3-Bedroom Quadruplex House and Lot for Sale in General Trias, Cavite at Minami Residences | HANNA Model",General Trias,"Arnaldo Highway Santiago, General Trias",4058400.0,3,2,54.0,80.0,14.3409388,120.9073794,House and Lot,0,Minami Residences
373,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,Muntinlupa,"Cupang, Muntinlupa",32539000.0,3,3,247.4,93.0,14.4378843,121.0503212,Townhouse,3,Likha Residences
374,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28628000.0,3,3,219.3,105.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
375,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26393000.0,3,3,219.3,91.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
376,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28090000.0,3,3,219.3,90.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
377,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26953000.0,3,3,219.3,91.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
378,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",29196000.0,3,3,219.3,105.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
379,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28636000.0,3,3,219.3,105.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
380,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",32539000.0,3,3,247.4,93.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
381,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26981000.0,3,3,219.3,92.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
382,"50% off on Reservation Fee and 1st Equity Payment (Complete Finished 2 Storey Townhouse in Hana South, Trece Martires Cavite)",Trece Martires,"Cabuco, Trece Martires",2089739.0,2,2,40.0,45.0,14.2792049,120.8446323,Townhouse,0,
383,"BIG DISCOUNT (up to 500k)! 3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model",Imus,"Carsadang Bago I, Imus",5234791.0,3,2,75.0,80.0,14.4289186,120.928888,House and Lot,0,"PTC Suncrest in Imus, Cavite"
384,"Pre-selling 5 bedroom House and Lot For Sale in Binangonan, Rizal",Binangonan,"Bilibiran, Binangonan",,5,3,142.0,397.0,14.4979795,121.1751624,House and Lot,0,
385,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7805000.0,4,3,83.0,121.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
386,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4359000.0,2,1,46.0,72.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
387,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4057000.0,2,1,40.0,63.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
388,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5869000.0,3,2,66.0,88.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
389,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8079000.0,4,3,85.0,121.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
390,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 115sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4944000.0,2,1,36.0,115.0,15.4777848,120.6140745,Townhouse,2,Camella Tarlac
391,Futura Homes Koronadal | Amber 2BR Townhouse End Unit for Sale in South Cotabato | Futura by Filinvest,Koronadal,"Purok Hurtado Concepcion, Koronadal",3136800.0,2,1,40.3,78.4,6.4918813,124.7994309,Townhouse,0,Futura Homes Koronadal
392,"BIG DISCOUNT (up to 500k)! 3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model",Imus,"Carsadang Bago I, Imus",5234791.0,3,2,75.0,80.0,14.4289186,120.928888,House and Lot,0,"PTC Suncrest in Imus, Cavite"
393,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 121sqm",Subic,"Aningway Sacatihan, Subic",6753000.0,4,3,83.0,121.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
394,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",27088000.0,3,3,219.3,90.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
395,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 246sqm",Subic,"Aningway Sacatihan, Subic",12069000.0,5,3,142.0,246.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
396,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella 88sqm",Subic,"Aningway Sacatihan, Subic",5362000.0,2,2,53.0,88.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
397,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8079000.0,4,3,85.0,121.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
398,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5869000.0,3,2,66.0,88.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
399,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7805000.0,4,3,83.0,121.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
400,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4359000.0,2,1,46.0,72.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
401,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 91sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5074000.0,2,1,50.0,91.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
402,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 236sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",12941000.0,5,3,166.0,236.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
403,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4057000.0,2,1,40.0,63.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
404,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 115sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4944000.0,2,1,36.0,115.0,15.4777848,120.6140745,Townhouse,2,Camella Tarlac
405,"Pre-selling 5 bedroom House and Lot For Sale in Binangonan, Rizal",Binangonan,"Bilibiran, Binangonan",,5,3,142.0,397.0,14.4979795,121.1751624,House and Lot,0,
406,"For Sale 2BR 2-Storey House and Lot in Mabalacat, Pampanga at Talanai Homes | APITONG",Mabalacat,"Sapang Biabas, Mabalacat",2224500.0,2,1,50.0,65.0,15.1987752,120.6026101,House and Lot,2,Talanai Homes
407,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 88sqm",Urdaneta,"Macarthur Hwy Anonas, Urdaneta",4706000.0,2,2,53.0,88.0,16.0015834,120.5760561,House and Lot,0,Camella Urdaneta
408,"Futura Homes Palm Estates | Amber Duplex 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest",Talisay,"Efigenio Lizares, Talisay",3185000.0,2,1,40.3,84.0,10.7425424,122.9987613,Other,0,Futura Homes Palm Estates
409,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 96sqm",Urdaneta,"Macarthur Hwy Anonas, Urdaneta",5301000.0,2,2,53.0,96.0,16.0015834,120.5760561,House and Lot,0,Camella Urdaneta
410,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Pebble Model",Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico",2146550.0,3,2,61.3,154.0,15.0941848,120.6701583,Other,0,The Lakeshore
411,"2 Storey, 5 Bedrooms, House & Lot @ Praverde Residences in Dasmariñas, Cavite",Dasmarinas,"Governor'S Dr, 4114 Dasmarinas, Philippines Paliparan Iii, Dasmarinas",14451000.0,5,3,142.0,154.0,14.3019569,120.88374,House and Lot,0,"Praverde Residences in Dasmariñas, Cavite"
412,"4-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ADELLE Model",General Trias,"Pasong Camachile I, General Trias",3336800.0,4,2,70.0,60.0,14.3723207,120.8976745,Townhouse,0,Lancaster New City
413,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm",Malolos,"Longos, Malolos",4196000.0,2,1,40.0,63.0,14.87426,120.7915336,House and Lot,2,Camella Provence
414,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Bella 88sqm",Malolos,"Longos, Malolos",5733000.0,2,2,53.0,88.0,14.87426,120.7915336,House and Lot,2,Camella Provence
415,"RFO 2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 104sqm",Malolos,"Longos, Malolos",5544000.0,2,1,36.0,104.0,14.87426,120.7915336,Townhouse,2,Camella Provence
416,"RFO 3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara w/ CB 99sqm",Malolos,"Longos, Malolos",7810000.0,3,2,66.0,99.0,14.87426,120.7915336,House and Lot,2,Camella Provence
417,"5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Ella w/ CB",Malolos,"Longos, Malolos",8298000.0,5,3,100.0,110.0,14.87426,120.7915336,House and Lot,2,Camella Provence
418,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Ezabelle",Malolos,"Longos, Malolos",4466000.0,2,1,46.0,63.0,14.87426,120.7915336,House and Lot,2,Camella Provence
419,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",32184000.0,3,3,247.4,92.0,14.4302736,121.0452586,Townhouse,3,"Likha Residences, Muntinlupa"
420,"RFO 2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Mika SF",Subic,"Aningway Sacatihan, Subic",4594000.0,2,1,46.0,63.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
421,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 60sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4160000.0,2,1,46.0,60.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
422,"For Sale 4BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 110sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6884000.0,4,3,85.0,110.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
423,"3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara 96sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6262000.0,3,2,66.0,96.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
424,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 99sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6559000.0,3,2,66.0,99.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
425,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 141sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9003000.0,5,3,100.0,141.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
426,"For Sale 3BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara 96sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6347000.0,3,2,66.0,96.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
427,"House and Lot at Portofino Heights Las Piñas City, Metro Manila",Las Pinas,"Almanza Dos, Las Pinas",35000000.0,5,5,380.0,350.0,14.42473245,121.0145735,House and Lot,0,"Portofino Heights Las Piñas City, Metro Manila"
428,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 60sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4904000.0,2,1,46.0,60.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
429,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5282000.0,2,1,46.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
430,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 60sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4281000.0,2,1,46.0,60.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
431,For Sale RFO 2BR 2-Storey House and Lot in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4364000.0,2,1,36.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
432,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4393000.0,2,1,40.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
433,Futura Homes Zamboanga | Amber 2BR Townhouse Inner Unit for Sale in Zamboanga City | Futura by Filinvest,Zamboanga,"Zambowood Rd. Boalan, Zamboanga",2450200.0,2,1,40.3,50.4,6.9483885,122.1148889,Townhouse,0,Futura Homes Zamboanga
434,For sale Beautiful House and Lot in Carcar! Spacious and Overlooking,Carcar,"Perrelos, Carcar",11000000.0,3,3,442.0,283.0,10.1143434,123.6747667,House and Lot,0,
435,"Modern Asian Industrial House with Garden Space, Roof Deck",Cainta,"San Isidro, Cainta",14700000.0,4,3,255.0,187.0,14.6092561,121.1106377,Other,0,
436,"L-R-1-33- Acquired Property for Sale in Lot 1, Block 2, corner of Road Lot 4 and Road Lot 7, Sapphire Homes, Brgy. San Jose/Bintog, Plaridel, Bulacan - Retail",Plaridel,"Bintog, Plaridel",3312600.0,0,0,144.0,105.0,14.9027084,120.8890133,Other,0,"Sapphire Homes, Brgy. San Jose/Bintog, Plaridel, Bulacan - Retail"
437,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 98sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4540000.0,2,1,36.0,98.0,15.4777848,120.6140745,Townhouse,2,Camella Tarlac
438,"2BR Townhouse for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Rosario Model, Appliance Bundle Promo!",San Jose,"President Jose P. Laurel Hwy Banaybanay Ii, San Jose",4062500.0,2,2,48.3,50.0,13.9184235,121.1054948,Townhouse,0,PHINMA Maayo San Jose
439,"BIG DISCOUNT (up to 500k)! 3BR Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model",Imus,"Carsadang Bago I, Imus",5234791.0,3,2,75.0,80.0,14.4289186,120.928888,House and Lot,0,"PTC Suncrest in Imus, Cavite"
440,"2BR Townhouse for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Alcove",Mexico,"Divisoria, Mexico",2530000.0,2,2,48.0,45.5,14.4321626,121.0452418,Townhouse,0,"The Lakeshore, Alcove"
441,"New Leaf | Bernice 1BR SA House for Sale in Trece Martires, Cavite | Futura by Filinvest",Trece Martires,"The Wood Estates, Brgy. Hugo Perez, Trece Martires",2149700.0,1,1,27.2,69.0,14.3100648,120.8721289,Other,0,Futura by Filinvest
442,"For Sale 2BR Townhouse in San Jose, Batangas at PHINMA Maayo San Jose | Rosario Model, Appliance Bundle Promo!",San Jose,"President Jose P. Laurel Hwy Banaybanay Ii, San Jose",4062500.0,2,2,48.3,50.0,13.9184235,121.1054948,Townhouse,0,PHINMA Maayo San Jose
443,"2 Storey, 5 Bedrooms, House & Lot @ Praverde Residences in Dasmariñas, Cavite",Dasmarinas,"Governor'S Dr, 4114 Dasmarinas, Philippines Paliparan Iii, Dasmarinas",14986000.0,5,3,166.0,154.0,14.3019569,120.88374,House and Lot,0,"Praverde Residences in Dasmariñas, Cavite"
444,"Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas",Capas,"Talaga, Capas",3060000.0,0,2,66.0,80.0,15.38374425,120.5870832,House and Lot,0,"Side by Side for Sale in Capas, Tarlac at Ajoya Capas"
445,"2-Bedroom 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | APITONG",Mabalacat,"Sapang Biabas, Mabalacat",2224500.0,2,1,50.0,65.0,15.1987752,120.6026101,House and Lot,2,Talanai Homes
446,[05365-N-315] House & Lot for sale in Roxas District at Quezon City Metro Manila,Quezon City,"#91 ( Lot 16 Block Lch-1 ) Waling-Waling Street Roxas District Quezon City Metro Manila Roxas, Quezon City",5000000.0,0,0,167.5,200.0,14.6959857,121.057394,House and Lot,0,Quezon City Metro Manila
447,"Claremont Phase 4 | Opal 3BR Single Attached House for Sale in Mabalacat, Pampanga | Futura by Filinvest",Mabalacat,"Santa Maria, Mabalacat",3825700.0,3,0,53.6,88.0,15.2270079,120.5922007,Other,0,Futura by Filinvest
448,The Elements Brand New Town House in Las Pinas City,Las Pinas,"Metrocor-B Homes, Talon 5, Las Pinas City Talon Singko, Las Pinas",8897000.0,4,3,143.0,80.0,14.4235191,120.9966979,Other,0,
449,"3BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences",San Juan,"San Juan - Laiya Rd. Calubcub Ii, San Juan",12099000.0,3,2,100.0,200.0,13.7425627,121.4257242,House and Lot,0,Seafront Residences
450,"For Sale 3 BR Single Detached House at Montecelio Residences Concepcion, Tarlac",Concepcion,"Alfonso, Concepcion",3340000.0,3,2,107.6,100.0,15.3290862,120.6394315,Single Detached,1,"Montecelio Residences Concepcion, Tarlac"
451,House and lot BF homes Parañaque,Paranaque,"B.F. Homes, Paranaque",35000000.0,4,6,330.0,280.0,14.4462789,121.0274109,House and Lot,0,BF homes Parañaque
452,"Ready For You: 3BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences at Php 250,815 monthly amortization",San Juan,"San Juan - Laiya Rd. Calubcub Ii, San Juan",18771000.0,3,2,100.0,200.0,13.7425627,121.4257242,House and Lot,0,"Seafront Residences at Php 250,815 monthly amortization"
453,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 148sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",9683000.0,5,3,100.0,148.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
454,"4BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences",San Juan,"San Juan - Laiya Rd. Calubcub Ii, San Juan",15450000.0,4,3,150.0,200.0,13.7425627,121.4257242,House and Lot,0,Seafront Residences
455,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 205sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7408000.0,2,1,36.0,205.0,15.4777848,120.6140745,Townhouse,2,Camella Tarlac
456,"House and Lot with 3 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Tanglaw Model",Davao,"Tugbok, Davao",8500000.0,3,3,74.3,80.0,7.1035383,125.4948467,House and Lot,0,PHINMA Maayo Tugbok
457,"Brand New 3 br Full furnished Beachhouse in San Juan, Laiya Batangas",San Juan,"Calubcub Ii, San Juan",30000000.0,3,3,337.0,312.0,13.7367475,121.420371,Other,0,
458,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana w/ CB 121sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8229000.0,4,3,85.0,121.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
459,"Brand New Duplex House For Sale in Las Piñas. 4 Bedroom, Furnished",Las Pinas,"Pamplona Tres, Las Pinas",,4,4,160.0,91.5,14.4498228,120.9782887,Other,0,
460,"Sandia Homes | Bernice SA 1BR House for Sale in Tanauan, Batangas | Futura by Filinvest",Tanauan,"Cale, Tanauan",1496900.0,1,1,27.2,60.0,14.1177207,121.0940992,Other,0,Sandia Homes
461,"5BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SA150",Lipa,"Bugtong Na Pulo, Lipa",9841000.0,5,3,150.0,150.0,13.9984308,121.1674592,House and Lot,0,"The Villages at Lipa - Sierra Village, SA150"
